"season","holiday","workingday","weather","temp","atemp","humidity","windspeed","count","demand_level","hour"
2,0,1,1,22.14,25.76,88,16.9979,174,0,21
2,0,1,2,22.14,25.76,88,19.0012,98,0,22
2,0,1,2,22.14,25.76,88,16.9979,56,0,23
2,0,1,2,22.14,25.76,88,15.0013,23,0,0
2,0,1,2,22.14,25.76,88,16.9979,12,0,1
2,0,1,3,21.32,25,94,15.0013,6,0,2
2,0,1,3,21.32,25,94,19.9995,9,0,3
2,0,1,3,21.32,25,94,19.9995,3,0,4
2,0,1,1,21.32,25,100,15.0013,9,0,5
2,0,1,1,21.32,25,100,8.9981,101,0,6
2,0,1,1,22.14,25.76,88,12.998,274,1,7
2,0,1,1,22.96,26.515,88,19.0012,453,1,8
2,0,1,3,22.96,26.515,83,16.9979,202,0,9
2,0,1,3,22.14,25.76,88,19.0012,106,0,10
2,0,1,2,22.14,25.76,94,6.0032,23,0,11
2,0,1,1,22.96,26.515,94,19.9995,54,0,12
2,0,1,2,22.96,26.515,83,22.0028,122,0,13
2,0,1,2,23.78,27.275,78,19.0012,138,0,14
2,0,1,1,24.6,28.79,78,16.9979,167,0,15
2,0,1,1,24.6,29.545,73,12.998,294,1,16
2,0,1,1,24.6,29.545,69,8.9981,565,1,17
2,0,1,1,24.6,29.545,73,15.0013,489,1,18
2,0,1,3,22.96,26.515,88,8.9981,331,1,19
2,0,1,3,22.96,26.515,88,8.9981,213,0,20
2,0,1,1,21.32,25,88,0,85,0,21
2,0,1,1,21.32,25,83,0,117,0,22
2,0,1,1,21.32,25,94,6.0032,59,0,23
2,0,1,1,21.32,25,94,7.0015,29,0,0
2,0,1,1,20.5,24.24,94,0,6,0,1
2,0,1,1,20.5,24.24,94,0,15,0,2
2,0,1,1,19.68,23.485,100,0,4,0,3
2,0,1,1,19.68,23.485,94,0,5,0,4
2,0,1,1,19.68,23.485,94,0,26,0,5
2,0,1,2,20.5,24.24,94,0,103,0,6
2,0,1,2,20.5,24.24,100,0,257,1,7
2,0,1,2,21.32,25,88,0,487,1,8
2,0,1,2,22.14,25.76,88,6.0032,216,0,9
2,0,1,2,22.14,25.76,83,0,130,0,10
2,0,1,3,22.14,25.76,88,11.0014,164,0,11
2,0,1,2,23.78,27.275,78,7.0015,168,0,12
2,0,1,3,23.78,27.275,64,16.9979,183,0,13
2,0,1,3,22.14,25.76,73,12.998,180,0,14
2,0,1,1,22.96,26.515,78,11.0014,188,0,15
2,0,1,1,23.78,27.275,64,12.998,302,1,16
2,0,1,1,22.96,26.515,78,11.0014,547,1,17
2,0,1,1,24.6,31.06,55,11.0014,513,1,18
2,0,1,1,23.78,27.275,60,8.9981,410,1,19
2,0,1,1,22.14,25.76,77,19.0012,282,1,20
2,0,1,1,22.14,25.76,77,19.0012,209,0,21
2,0,1,3,20.5,24.24,82,19.9995,79,0,22
2,0,1,1,19.68,23.485,94,0,72,0,23
2,0,1,1,28.7,33.335,79,11.0014,34,0,0
2,0,1,1,28.7,33.335,84,16.9979,17,0,1
2,0,1,1,28.7,33.335,79,11.0014,3,0,2
2,0,1,1,27.88,31.82,89,12.998,6,0,3
2,0,1,2,27.88,31.82,89,15.0013,4,0,4
2,0,1,2,27.06,29.545,89,6.0032,21,0,5
2,0,1,2,27.88,31.82,89,6.0032,128,0,6
2,0,1,2,28.7,33.335,79,11.0014,284,1,7
2,0,1,2,29.52,34.85,79,12.998,454,1,8
2,0,1,2,30.34,35.605,74,15.0013,207,0,9
2,0,1,2,31.16,37.12,75,16.9979,115,0,10
2,0,1,2,33.62,40.15,59,15.0013,112,0,11
2,0,1,1,35.26,41.665,53,0,169,0,12
2,0,1,1,36.9,40.91,37,12.998,154,0,13
2,0,1,1,36.9,40.91,37,16.9979,145,0,14
2,0,1,1,36.9,41.665,39,19.9995,152,0,15
2,0,1,1,35.26,40.15,47,19.9995,266,1,16
2,0,1,1,35.26,40.15,47,19.9995,486,1,17
2,0,1,3,33.62,39.395,56,26.0027,309,1,18
2,0,1,2,30.34,35.605,79,11.0014,264,1,19
2,0,1,2,30.34,35.605,79,16.9979,256,1,20
2,0,1,1,30.34,34.85,70,19.0012,190,0,21
2,0,1,1,30.34,34.85,66,8.9981,129,0,22
2,0,1,1,30.34,33.335,51,11.0014,69,0,23
2,0,1,1,30.34,32.575,40,23.9994,42,0,0
2,0,1,1,29.52,32.575,38,7.0015,15,0,1
2,0,1,1,28.7,31.82,39,0,6,0,2
2,0,1,1,27.06,31.06,44,7.0015,4,0,3
2,0,1,1,27.06,31.06,41,12.998,3,0,4
2,0,1,1,27.06,31.06,39,15.0013,31,0,5
2,0,1,1,27.06,31.06,39,8.9981,113,0,6
2,0,1,1,28.7,31.82,34,16.9979,304,1,7
2,0,1,1,28.7,31.82,32,19.9995,467,1,8
2,0,1,1,29.52,31.82,26,23.9994,225,0,9
2,0,1,1,29.52,32.575,28,32.9975,139,0,10
2,0,1,1,30.34,32.575,28,26.0027,165,0,11
2,0,1,1,31.16,33.335,25,31.0009,232,0,12
2,0,1,1,32.8,34.09,24,23.9994,203,0,13
2,0,1,1,31.98,33.335,24,22.0028,185,0,14
2,0,1,1,32.8,34.09,21,26.0027,188,0,15
2,0,1,1,32.8,34.09,22,32.9975,318,1,16
2,0,1,1,31.16,32.575,20,35.0008,572,1,17
2,0,1,1,30.34,32.575,22,26.0027,525,1,18
2,0,1,1,29.52,31.82,23,19.9995,379,1,19
2,0,1,1,28.7,31.82,24,12.998,337,1,20
2,0,1,1,27.06,31.06,31,12.998,248,0,21
2,0,1,1,26.24,31.06,33,16.9979,155,0,22
2,0,1,1,25.42,31.06,35,15.0013,112,0,23
2,0,1,1,25.42,31.06,38,19.0012,68,0,0
2,0,1,1,24.6,31.06,38,23.9994,22,0,1
2,0,1,1,22.96,26.515,43,15.0013,12,0,2
2,0,1,1,22.14,25.76,49,15.0013,5,0,3
2,0,1,1,21.32,25,48,22.0028,6,0,4
2,0,1,1,21.32,25,48,23.9994,28,0,5
2,0,1,1,22.14,25.76,45,19.9995,106,0,6
2,0,1,1,22.14,25.76,45,16.9979,277,1,7
2,0,1,2,22.96,26.515,43,22.0028,502,1,8
2,0,1,1,23.78,27.275,40,11.0014,230,0,9
2,0,1,1,25.42,31.06,33,16.9979,161,0,10
2,0,1,1,26.24,31.06,31,22.0028,192,0,11
2,0,1,1,27.06,31.06,27,19.0012,259,1,12
2,0,1,1,27.88,31.06,26,16.9979,248,0,13
2,0,1,1,28.7,31.82,28,19.0012,240,0,14
2,0,1,1,28.7,31.82,28,19.0012,212,0,15
2,0,1,1,29.52,31.82,26,22.0028,349,1,16
2,0,1,1,29.52,31.82,25,19.0012,558,1,17
2,0,1,1,28.7,31.82,24,19.9995,564,1,18
2,0,1,1,27.88,31.06,26,19.0012,391,1,19
2,0,1,1,26.24,31.06,29,11.0014,293,1,20
2,0,1,1,26.24,31.06,29,7.0015,247,0,21
2,0,1,1,25.42,31.06,35,0,171,0,22
2,0,1,1,23.78,27.275,46,7.0015,171,0,23
2,0,0,1,22.96,26.515,52,0,93,0,0
2,0,0,1,22.14,25.76,64,7.0015,94,0,1
2,0,0,1,22.14,25.76,56,12.998,59,0,2
2,0,0,1,21.32,25,59,7.0015,18,0,3
2,0,0,1,21.32,25,59,6.0032,15,0,4
2,0,0,1,20.5,24.24,64,0,8,0,5
2,0,0,1,22.14,25.76,60,0,28,0,6
2,0,0,1,22.96,26.515,56,0,87,0,7
2,0,0,1,24.6,31.06,46,6.0032,125,0,8
2,0,0,1,25.42,31.06,43,8.9981,224,0,9
2,0,0,1,26.24,31.06,38,7.0015,317,1,10
2,0,0,1,27.06,31.06,36,8.9981,369,1,11
2,0,0,1,28.7,31.82,32,11.0014,420,1,12
2,0,0,1,30.34,32.575,28,8.9981,456,1,13
2,0,0,1,30.34,32.575,33,15.0013,451,1,14
2,0,0,2,30.34,32.575,27,27.9993,404,1,15
2,0,0,2,29.52,32.575,30,8.9981,440,1,16
2,0,0,2,29.52,32.575,34,16.9979,344,1,17
2,0,0,2,30.34,32.575,30,11.0014,341,1,18
2,0,0,2,28.7,31.82,39,6.0032,285,1,19
2,0,0,2,28.7,32.575,48,6.0032,239,0,20
2,0,0,2,27.06,31.06,47,7.0015,185,0,21
2,0,0,1,26.24,31.06,57,15.0013,190,0,22
2,0,0,2,26.24,31.06,57,0,150,0,23
2,0,0,1,26.24,31.06,57,6.0032,113,0,0
2,0,0,2,26.24,31.06,61,11.0014,96,0,1
2,0,0,2,26.24,31.06,61,11.0014,64,0,2
2,0,0,2,25.42,30.305,65,11.0014,47,0,3
2,0,0,2,25.42,30.305,65,11.0014,12,0,4
2,0,0,2,25.42,30.305,61,8.9981,6,0,5
2,0,0,2,25.42,30.305,61,7.0015,21,0,6
2,0,0,2,24.6,29.545,73,16.9979,27,0,7
2,0,0,2,24.6,29.545,73,16.9979,98,0,8
2,0,0,2,24.6,28.79,78,12.998,164,0,9
2,0,0,2,25.42,29.545,73,6.0032,251,1,10
2,0,0,2,26.24,30.305,69,7.0015,335,1,11
2,0,0,2,26.24,30.305,69,7.0015,335,1,12
2,0,0,1,27.06,31.06,65,7.0015,367,1,13
2,0,0,1,28.7,32.575,58,11.0014,385,1,14
2,0,0,1,28.7,32.575,54,0,417,1,15
2,0,0,1,29.52,33.335,51,6.0032,398,1,16
2,0,0,1,30.34,33.335,51,0,390,1,17
2,0,0,1,28.7,32.575,58,7.0015,363,1,18
2,0,0,1,27.88,31.82,65,11.0014,357,1,19
2,0,0,1,27.06,31.06,69,12.998,279,1,20
2,0,0,1,26.24,30.305,73,11.0014,165,0,21
2,0,0,1,26.24,29.545,78,15.0013,130,0,22
2,0,0,1,25.42,29.545,78,8.9981,86,0,23
2,0,1,1,25.42,29.545,78,8.9981,29,0,0
2,0,1,1,24.6,28.03,83,8.9981,14,0,1
2,0,1,1,23.78,27.275,88,7.0015,8,0,2
2,0,1,1,23.78,27.275,88,0,5,0,3
2,0,1,1,22.96,26.515,94,7.0015,8,0,4
2,0,1,1,22.96,26.515,88,6.0032,31,0,5
2,0,1,1,23.78,27.275,88,0,112,0,6
2,0,1,1,25.42,29.545,78,7.0015,299,1,7
2,0,1,1,26.24,30.305,73,6.0032,438,1,8
2,0,1,1,28.7,32.575,58,11.0014,188,0,9
2,0,1,1,29.52,33.335,51,15.0013,95,0,10
2,0,1,1,30.34,33.335,42,8.9981,111,0,11
2,0,1,1,31.16,33.335,37,11.0014,153,0,12
2,0,1,1,31.98,34.09,35,0,180,0,13
2,0,1,1,31.98,34.09,31,8.9981,145,0,14
2,0,1,1,32.8,34.85,29,12.998,165,0,15
2,0,1,1,31.16,33.335,33,8.9981,267,1,16
2,0,1,1,31.98,34.09,33,19.0012,579,1,17
2,0,1,1,31.16,33.335,31,8.9981,556,1,18
2,0,1,1,29.52,33.335,54,12.998,407,1,19
2,0,1,1,27.88,31.82,61,8.9981,336,1,20
2,0,1,1,27.06,31.06,57,6.0032,189,0,21
2,0,1,1,27.06,31.06,61,6.0032,173,0,22
2,0,1,1,26.24,30.305,69,6.0032,60,0,23
2,0,1,1,26.24,30.305,65,6.0032,20,0,0
2,0,1,1,25.42,30.305,69,8.9981,4,0,1
2,0,1,1,24.6,29.545,73,6.0032,5,0,2
2,0,1,1,24.6,29.545,73,6.0032,2,0,3
2,0,1,1,23.78,27.275,83,8.9981,5,0,4
2,0,1,1,23.78,27.275,88,11.0014,32,0,5
2,0,1,1,24.6,28.79,78,8.9981,126,0,6
2,0,1,2,26.24,30.305,69,12.998,334,1,7
2,0,1,2,27.88,31.82,61,8.9981,477,1,8
2,0,1,2,29.52,33.335,58,15.0013,217,0,9
2,0,1,2,31.16,34.09,48,12.998,123,0,10
2,0,1,2,31.16,34.85,52,16.9979,151,0,11
2,0,1,2,32.8,36.365,46,19.0012,183,0,12
2,0,1,2,32.8,36.365,43,16.9979,196,0,13
2,0,1,2,32.8,36.365,43,19.0012,146,0,14
2,0,1,2,33.62,37.12,41,22.0028,183,0,15
2,0,1,1,32.8,35.605,38,15.0013,308,1,16
2,0,1,1,32.8,36.365,43,16.9979,539,1,17
2,0,1,1,31.98,34.85,46,19.0012,551,1,18
2,0,1,1,31.16,34.09,48,16.9979,424,1,19
2,0,1,1,30.34,34.09,56,8.9981,346,1,20
2,0,1,1,29.52,34.09,70,8.9981,218,0,21
2,0,1,1,28.7,32.575,65,8.9981,153,0,22
2,0,1,1,27.88,31.82,79,7.0015,90,0,23
2,0,1,1,27.06,29.545,89,8.9981,41,0,0
2,0,1,1,27.06,30.305,78,0,23,0,1
2,0,1,1,26.24,28.79,89,6.0032,7,0,2
2,0,1,1,26.24,28.79,89,6.0032,3,0,3
2,0,1,1,25.42,28.79,83,0,6,0,4
2,0,1,1,25.42,28.03,88,0,21,0,5
2,0,1,1,26.24,28.79,89,8.9981,116,0,6
2,0,1,1,27.06,31.06,74,7.0015,353,1,7
2,0,1,1,31.16,35.605,58,11.0014,481,1,8
2,0,1,1,31.16,35.605,58,11.0014,202,0,9
2,0,1,1,33.62,37.12,43,15.0013,90,0,10
2,0,1,1,34.44,37.88,41,12.998,134,0,11
2,0,1,1,36.08,40.91,42,8.9981,149,0,12
2,0,1,1,36.9,42.425,42,0,136,0,13
2,0,1,1,37.72,43.94,40,16.9979,155,0,14
2,0,1,1,37.72,43.94,40,11.0014,128,0,15
2,0,1,1,37.72,43.94,40,15.0013,233,0,16
2,0,1,1,37.72,42.425,35,15.0013,506,1,17
2,0,1,1,36.9,40.91,37,15.0013,459,1,18
2,0,1,1,33.62,40.15,59,8.9981,384,1,19
2,0,1,1,32.8,39.395,63,8.9981,280,1,20
2,0,1,1,32.8,40.15,66,8.9981,202,0,21
2,0,1,1,31.16,37.12,75,11.0014,176,0,22
2,0,1,1,31.16,37.12,75,12.998,116,0,23
2,0,1,2,30.34,35.605,79,8.9981,47,0,0
2,0,1,1,30.34,35.605,79,7.0015,16,0,1
2,0,1,2,29.52,35.605,84,11.0014,6,0,2
2,0,1,2,29.52,35.605,84,7.0015,2,0,3
2,0,1,2,29.52,34.85,79,6.0032,6,0,4
2,0,1,2,28.7,33.335,84,0,20,0,5
2,0,1,2,29.52,35.605,84,6.0032,118,0,6
2,0,1,2,29.52,34.85,79,8.9981,314,1,7
2,0,1,2,31.16,36.365,70,7.0015,432,1,8
2,0,1,1,34.44,39.395,49,0,168,0,9
2,0,1,1,35.26,40.91,50,19.0012,94,0,10
2,0,1,1,36.9,42.425,42,15.0013,118,0,11
2,0,1,1,37.72,42.425,35,12.998,140,0,12
2,0,1,1,36.9,40.91,37,6.0032,136,0,13
2,0,1,1,37.72,43.94,40,12.998,118,0,14
2,0,1,1,38.54,41.665,31,11.0014,104,0,15
2,0,1,1,37.72,41.665,33,8.9981,200,0,16
2,0,1,1,36.9,40.91,37,16.9979,409,1,17
2,0,1,1,36.08,40.15,39,19.0012,466,1,18
2,0,1,2,34.44,37.12,39,22.0028,326,1,19
2,0,1,2,32.8,36.365,43,12.998,254,1,20
2,0,1,3,31.16,34.85,52,0,171,0,21
2,0,1,2,30.34,34.09,58,11.0014,153,0,22
2,0,1,2,30.34,34.85,57,11.0014,97,0,23
2,0,1,3,28.7,32.575,65,15.0013,69,0,0
2,0,1,3,28.7,32.575,65,15.0013,23,0,1
2,0,1,1,27.88,31.82,69,11.0014,13,0,2
2,0,1,1,27.88,31.82,69,11.0014,6,0,3
2,0,1,1,27.06,30.305,78,11.0014,4,0,4
2,0,1,1,27.06,30.305,78,11.0014,28,0,5
2,0,1,1,27.06,30.305,78,6.0032,104,0,6
2,0,1,1,29.52,34.09,66,7.0015,267,1,7
2,0,1,1,30.34,34.09,58,8.9981,452,1,8
2,0,1,1,31.16,34.85,55,0,213,0,9
2,0,1,1,31.98,35.605,52,0,111,0,10
2,0,1,1,33.62,37.88,46,0,153,0,11
2,0,1,1,34.44,37.88,44,8.9981,207,0,12
2,0,1,1,34.44,37.88,44,7.0015,189,0,13
2,0,1,1,35.26,38.635,39,0,165,0,14
2,0,1,1,34.44,37.88,44,7.0015,212,0,15
2,0,1,1,33.62,39.395,56,19.9995,285,1,16
2,0,1,1,33.62,38.635,52,15.0013,517,1,17
2,0,1,1,32.8,38.635,59,15.0013,463,1,18
2,0,1,1,31.98,37.12,59,12.998,306,1,19
2,0,1,1,31.16,35.605,62,7.0015,250,1,20
2,0,1,1,31.16,36.365,66,8.9981,218,0,21
2,0,1,1,29.52,34.85,74,16.9979,185,0,22
2,0,1,1,29.52,34.85,74,11.0014,146,0,23
2,0,0,1,28.7,33.335,79,8.9981,117,0,0
2,0,0,1,28.7,33.335,79,6.0032,77,0,1
2,0,0,1,28.7,33.335,79,7.0015,60,0,2
2,0,0,1,27.88,31.82,83,6.0032,28,0,3
2,0,0,1,27.88,31.82,79,6.0032,13,0,4
2,0,0,1,27.88,31.82,74,8.9981,16,0,5
2,0,0,1,28.7,32.575,61,8.9981,40,0,6
2,0,0,1,29.52,33.335,58,12.998,68,0,7
2,0,0,1,30.34,34.09,58,12.998,143,0,8
2,0,0,1,30.34,34.09,62,8.9981,230,0,9
2,0,0,1,30.34,34.09,58,11.0014,264,1,10
2,0,0,1,31.16,35.605,62,8.9981,325,1,11
2,0,0,1,32.8,37.88,55,15.0013,347,1,12
2,0,0,1,32.8,37.88,55,12.998,387,1,13
2,0,0,1,33.62,38.635,49,7.0015,380,1,14
2,0,0,1,33.62,38.635,49,7.0015,374,1,15
2,0,0,2,32.8,36.365,46,12.998,394,1,16
2,0,0,2,30.34,34.09,58,11.0014,337,1,17
2,0,0,2,29.52,34.09,62,8.9981,286,1,18
2,0,0,1,28.7,32.575,65,12.998,264,1,19
2,0,0,1,27.88,31.82,74,16.9979,275,1,20
2,0,0,1,27.06,31.06,74,15.0013,220,0,21
2,0,0,1,27.06,30.305,78,15.0013,190,0,22
2,0,0,1,27.06,31.06,74,7.0015,131,0,23
2,0,0,1,27.06,30.305,78,15.0013,119,0,0
2,0,0,1,26.24,28.79,83,7.0015,93,0,1
2,0,0,1,26.24,28.79,89,16.9979,66,0,2
2,0,0,1,26.24,28.79,89,19.0012,28,0,3
2,0,0,1,25.42,28.03,88,11.0014,14,0,4
2,0,0,1,25.42,28.03,88,15.0013,10,0,5
2,0,0,1,25.42,28.03,88,7.0015,14,0,6
2,0,0,1,26.24,29.545,78,7.0015,34,0,7
2,0,0,1,28.7,33.335,74,0,92,0,8
2,0,0,1,29.52,34.09,66,0,182,0,9
2,0,0,1,31.16,35.605,58,6.0032,311,1,10
2,0,0,1,31.98,36.365,55,7.0015,367,1,11
2,0,0,1,33.62,37.88,46,0,420,1,12
2,0,0,1,31.98,37.12,59,19.0012,373,1,13
2,0,0,1,33.62,39.395,56,16.9979,315,1,14
2,0,0,1,32.8,38.635,59,19.9995,360,1,15
2,0,0,3,27.88,31.82,83,19.0012,350,1,16
2,0,0,3,27.88,31.82,83,19.0012,252,1,17
2,0,0,1,28.7,33.335,74,11.0014,256,1,18
2,0,0,1,28.7,33.335,74,7.0015,223,0,19
2,0,0,1,27.06,30.305,83,11.0014,206,0,20
2,0,0,1,27.06,30.305,83,7.0015,140,0,21
2,0,0,1,26.24,28.79,83,8.9981,128,0,22
2,0,0,1,26.24,29.545,78,12.998,107,0,23
2,0,1,1,26.24,29.545,78,8.9981,28,0,0
2,0,1,1,26.24,30.305,73,15.0013,16,0,1
2,0,1,1,25.42,29.545,73,19.0012,10,0,2
2,0,1,1,24.6,30.305,60,32.9975,7,0,3
2,0,1,1,22.96,26.515,64,19.9995,4,0,4
2,0,1,1,22.14,25.76,64,26.0027,29,0,5
2,0,1,1,22.14,25.76,64,27.9993,105,0,6
2,0,1,1,22.96,26.515,56,23.9994,328,1,7
2,0,1,1,23.78,27.275,49,30.0026,476,1,8
2,0,1,1,25.42,31.06,46,23.9994,224,0,9
2,0,1,1,26.24,31.06,41,22.0028,118,0,10
2,0,1,1,27.06,31.06,41,19.9995,159,0,11
2,0,1,1,27.06,31.06,41,19.0012,196,0,12
2,0,1,1,28.7,31.82,37,0,227,0,13
2,0,1,1,28.7,31.82,34,16.9979,200,0,14
2,0,1,1,28.7,31.82,37,30.0026,185,0,15
2,0,1,1,28.7,31.82,37,27.9993,326,1,16
2,0,1,1,28.7,31.82,39,22.0028,601,1,17
2,0,1,1,28.7,31.82,37,23.9994,586,1,18
2,0,1,1,27.06,31.06,39,19.0012,423,1,19
2,0,1,1,26.24,31.06,44,16.9979,331,1,20
2,0,1,1,26.24,31.06,41,16.9979,218,0,21
2,0,1,1,25.42,31.06,46,15.0013,134,0,22
2,0,1,1,25.42,31.06,46,12.998,89,0,23
2,0,1,1,24.6,31.06,49,12.998,31,0,0
2,0,1,1,24.6,31.06,49,16.9979,13,0,1
2,0,1,1,24.6,31.06,49,19.0012,10,0,2
2,0,1,1,23.78,27.275,53,22.0028,2,0,3
2,0,1,1,22.14,25.76,60,16.9979,3,0,4
2,0,1,1,22.14,25.76,56,22.0028,26,0,5
2,0,1,1,22.14,25.76,56,19.9995,113,0,6
2,0,1,1,22.96,26.515,52,27.9993,365,1,7
2,0,1,1,23.78,27.275,49,26.0027,486,1,8
2,0,1,1,25.42,31.06,46,12.998,193,0,9
2,0,1,1,25.42,31.06,46,15.0013,130,0,10
2,0,1,1,26.24,31.06,41,19.0012,143,0,11
2,0,1,1,26.24,31.06,41,23.9994,169,0,12
2,0,1,1,26.24,31.06,44,15.0013,209,0,13
2,0,1,2,26.24,31.06,47,12.998,159,0,14
2,0,1,1,26.24,31.06,47,11.0014,178,0,15
2,0,1,1,27.88,31.82,41,12.998,330,1,16
2,0,1,3,26.24,31.06,50,19.0012,569,1,17
2,0,1,1,25.42,31.06,51,22.0028,538,1,18
2,0,1,1,26.24,31.06,50,23.9994,386,1,19
2,0,1,1,24.6,31.06,56,11.0014,297,1,20
2,0,1,1,24.6,31.06,56,19.9995,243,0,21
2,0,1,1,23.78,27.275,60,15.0013,188,0,22
2,0,1,1,22.96,26.515,68,15.0013,110,0,23
2,0,1,1,22.96,26.515,64,23.9994,52,0,0
2,0,1,1,22.14,25.76,64,19.0012,14,0,1
2,0,1,1,21.32,25,63,15.0013,9,0,2
2,0,1,1,20.5,24.24,68,16.9979,1,0,3
2,0,1,1,20.5,24.24,63,19.0012,4,0,4
2,0,1,1,19.68,23.485,67,19.0012,21,0,5
2,0,1,1,20.5,24.24,63,16.9979,121,0,6
2,0,1,1,22.14,25.76,60,8.9981,370,1,7
2,0,1,1,23.78,27.275,53,8.9981,498,1,8
2,0,1,1,24.6,31.06,49,0,207,0,9
2,0,1,1,26.24,31.06,47,11.0014,135,0,10
2,0,1,1,27.88,31.82,36,0,164,0,11
2,0,1,1,28.7,31.82,34,15.0013,211,0,12
2,0,1,1,30.34,32.575,28,19.0012,189,0,13
2,0,1,1,30.34,32.575,28,0,178,0,14
2,0,1,1,31.16,33.335,27,0,164,0,15
2,0,1,1,31.16,33.335,27,8.9981,312,1,16
2,0,1,1,30.34,32.575,28,7.0015,638,1,17
2,0,1,1,29.52,32.575,32,8.9981,607,1,18
2,0,1,1,28.7,31.82,37,19.0012,416,1,19
2,0,1,1,27.06,31.06,44,11.0014,330,1,20
2,0,1,1,26.24,31.06,47,15.0013,257,1,21
2,0,1,1,25.42,31.06,50,7.0015,175,0,22
2,0,1,1,25.42,31.06,53,0,107,0,23
2,0,1,1,24.6,31.06,56,7.0015,47,0,0
2,0,1,1,23.78,27.275,60,0,17,0,1
2,0,1,1,24.6,31.06,56,6.0032,5,0,2
2,0,1,2,22.96,26.515,73,6.0032,4,0,3
2,0,1,2,22.96,26.515,68,7.0015,6,0,4
2,0,1,1,24.6,30.305,64,12.998,25,0,5
2,0,1,3,23.78,27.275,73,11.0014,112,0,6
2,0,1,3,22.96,26.515,78,11.0014,188,0,7
2,0,1,2,24.6,29.545,69,8.9981,388,1,8
2,0,1,2,25.42,30.305,65,12.998,261,1,9
2,0,1,2,27.06,31.06,61,16.9979,121,0,10
2,0,1,2,27.88,31.82,61,19.9995,150,0,11
2,0,1,1,29.52,33.335,54,26.0027,206,0,12
2,0,1,2,29.52,33.335,54,16.9979,151,0,13
2,0,1,2,29.52,33.335,54,22.0028,153,0,14
2,0,1,2,28.7,32.575,61,19.9995,159,0,15
2,0,1,3,27.06,31.06,69,12.998,294,1,16
2,0,1,2,26.24,29.545,78,7.0015,272,1,17
2,0,1,1,26.24,28.79,83,15.0013,325,1,18
2,0,1,1,25.42,28.79,83,19.0012,327,1,19
2,0,1,1,25.42,28.79,83,22.0028,201,0,20
2,0,1,3,25.42,28.79,83,16.9979,188,0,21
2,0,1,3,25.42,28.79,83,16.9979,151,0,22
2,0,1,3,24.6,28.03,83,16.9979,16,0,23
2,0,1,1,22.96,26.515,88,6.0032,24,0,0
2,0,1,1,22.96,26.515,94,8.9981,23,0,1
2,0,1,1,22.96,26.515,94,7.0015,13,0,2
2,0,1,1,22.96,26.515,94,7.0015,6,0,3
2,0,1,1,22.14,25.76,94,8.9981,6,0,4
2,0,1,1,22.14,25.76,100,0,13,0,5
2,0,1,1,22.96,26.515,94,0,97,0,6
2,0,1,1,24.6,28.03,83,0,250,1,7
2,0,1,2,24.6,28.03,83,0,454,1,8
2,0,1,1,28.7,32.575,58,12.998,224,0,9
2,0,1,1,28.7,32.575,58,12.998,170,0,10
2,0,1,1,27.88,31.82,69,16.9979,181,0,11
2,0,1,1,28.7,32.575,65,16.9979,243,0,12
2,0,1,1,30.34,34.09,62,19.0012,204,0,13
2,0,1,1,31.16,34.85,52,12.998,215,0,14
2,0,1,1,31.98,34.85,43,15.0013,243,0,15
2,0,1,1,31.16,34.09,45,11.0014,355,1,16
2,0,1,3,31.16,34.09,40,12.998,552,1,17
2,0,1,3,31.16,34.09,40,12.998,450,1,18
2,0,1,3,26.24,28.79,83,16.9979,328,1,19
2,0,1,1,26.24,29.545,78,7.0015,232,0,20
2,0,1,1,26.24,29.545,78,6.0032,208,0,21
2,0,1,1,25.42,28.03,88,8.9981,175,0,22
2,0,1,1,25.42,28.79,83,8.9981,178,0,23
2,0,0,1,25.42,28.03,88,8.9981,104,0,0
2,0,0,1,25.42,28.79,83,7.0015,95,0,1
2,0,0,1,24.6,27.275,88,0,53,0,2
2,0,0,1,24.6,27.275,88,6.0032,20,0,3
2,0,0,1,24.6,27.275,88,6.0032,5,0,4
2,0,0,1,25.42,28.79,83,0,7,0,5
2,0,0,1,25.42,28.79,83,7.0015,27,0,6
2,0,0,1,26.24,29.545,78,8.9981,57,0,7
2,0,0,1,27.06,30.305,78,6.0032,131,0,8
2,0,0,1,28.7,32.575,61,15.0013,218,0,9
2,0,0,1,29.52,34.09,62,12.998,244,0,10
2,0,0,1,29.52,34.09,62,8.9981,404,1,11
2,0,0,1,30.34,34.85,66,6.0032,420,1,12
2,0,0,1,31.16,34.85,55,0,327,1,13
2,0,0,2,32.8,36.365,46,19.0012,334,1,14
2,0,0,2,33.62,37.88,46,8.9981,367,1,15
2,0,0,2,31.16,34.85,52,15.0013,468,1,16
2,0,0,2,31.16,34.09,48,11.0014,449,1,17
2,0,0,2,30.34,34.09,55,12.998,381,1,18
2,0,0,2,30.34,33.335,51,7.0015,326,1,19
2,0,0,2,29.52,33.335,58,8.9981,188,0,20
2,0,0,2,29.52,34.09,66,7.0015,183,0,21
2,0,0,2,29.52,34.09,62,8.9981,161,0,22
2,0,0,2,29.52,34.09,62,0,150,0,23
2,0,0,1,28.7,32.575,65,0,89,0,0
2,0,0,2,28.7,32.575,65,6.0032,76,0,1
2,0,0,1,27.88,31.82,74,6.0032,72,0,2
2,0,0,2,27.06,30.305,78,8.9981,30,0,3
2,0,0,2,27.06,31.06,74,8.9981,17,0,4
2,0,0,2,27.06,30.305,78,0,19,0,5
